ImageFileName    Left_Edge_Longitude    Right_Edge_Longitude   Top_Edge_Latitude      Bottom_Edge_Latitude
2/8.png:  -174.37500000000000  -171.56250000000000    82.67628497834905    82.30889251821552
2/9.png:  -174.37500000000000  -171.56250000000000    82.30889251821552    81.92318632602199
2/10.png:  -174.37500000000000  -171.56250000000000    81.92318632602199    81.51827187653380
2/11.png:  -174.37500000000000  -171.56250000000000    81.51827187653380    81.09321385260836
2/12.png:  -174.37500000000000  -171.56250000000000    81.09321385260836    80.64703474739616
2/13.png:  -174.37500000000000  -171.56250000000000    80.64703474739616    80.17871349622823
2/14.png:  -174.37500000000000  -171.56250000000000    80.17871349622823    79.68718415450822
2/15.png:  -174.37500000000000  -171.56250000000000    79.68718415450822    79.17133464081945
2/16.png:  -174.37500000000000  -171.56250000000000    79.17133464081945    78.63000556774837
2/17.png:  -174.37500000000000  -171.56250000000000    78.63000556774837    78.06198918665974
2/18.png:  -174.37500000000000  -171.56250000000000    78.06198918665974    77.46602847687329
2/19.png:  -174.37500000000000  -171.56250000000000    77.46602847687329    76.84081641443098
2/20.png:  -174.37500000000000  -171.56250000000000    76.84081641443098    76.18499546094714
2/21.png:  -174.37500000000000  -171.56250000000000    76.18499546094714    75.49715731893083
2/22.png:  -174.37500000000000  -171.56250000000000    75.49715731893083    74.77584300649234
2/23.png:  -174.37500000000000  -171.56250000000000    74.77584300649234    74.01954331150226
2/24.png:  -174.37500000000000  -171.56250000000000    74.01954331150226    73.22669969306126
2/25.png:  -174.37500000000000  -171.56250000000000    73.22669969306126    72.39570570653260
2/26.png:  -174.37500000000000  -171.56250000000000    72.39570570653260    71.52490903732816
2/27.png:  -174.37500000000000  -171.56250000000000    71.52490903732816    70.61261423801925
2/28.png:  -174.37500000000000  -171.56250000000000    70.61261423801925    69.65708627301174
2/29.png:  -174.37500000000000  -171.56250000000000    69.65708627301174    68.65655498475736
2/30.png:  -174.37500000000000  -171.56250000000000    68.65655498475736    67.60922060496381
2/31.png:  -174.37500000000000  -171.56250000000000    67.60922060496381    66.51326044311186
2/32.png:  -174.37500000000000  -171.56250000000000    66.51326044311186    65.36683689226321
2/33.png:  -174.37500000000000  -171.56250000000000    65.36683689226321    64.16810689799152
2/34.png:  -174.37500000000000  -171.56250000000000    64.16810689799152    62.91523303947613
2/35.png:  -174.37500000000000  -171.56250000000000    62.91523303947613    61.60639637138628
2/36.png:  -174.37500000000000  -171.56250000000000    61.60639637138628    60.23981116999892
2/37.png:  -174.37500000000000  -171.56250000000000    60.23981116999892    58.81374171570782
2/38.png:  -174.37500000000000  -171.56250000000000    58.81374171570782    57.32652122521708
2/39.png:  -174.37500000000000  -171.56250000000000    57.32652122521708    55.77657301866770
2/40.png:  -174.37500000000000  -171.56250000000000    55.77657301866770    54.16243396806779
2/41.png:  -174.37500000000000  -171.56250000000000    54.16243396806779    52.48278022207820
2/42.png:  -174.37500000000000  -171.56250000000000    52.48278022207820    50.73645513701065
2/43.png:  -174.37500000000000  -171.56250000000000    50.73645513701065    48.92249926375823
2/44.png:  -174.37500000000000  -171.56250000000000    48.92249926375823    47.04018214480666
2/45.png:  -174.37500000000000  -171.56250000000000    47.04018214480666    45.08903556483102
2/46.png:  -174.37500000000000  -171.56250000000000    45.08903556483102    43.06888777416962
2/47.png:  -174.37500000000000  -171.56250000000000    43.06888777416962    40.97989806962013
2/48.png:  -174.37500000000000  -171.56250000000000    40.97989806962013    38.82259097617711
2/49.png:  -174.37500000000000  -171.56250000000000    38.82259097617711    36.59788913307020
2/50.png:  -174.37500000000000  -171.56250000000000    36.59788913307020    34.30714385628804
2/51.png:  -174.37500000000000  -171.56250000000000    34.30714385628804    31.95216223802497
2/52.png:  -174.37500000000000  -171.56250000000000    31.95216223802497    29.53522956294846
2/53.png:  -174.37500000000000  -171.56250000000000    29.53522956294846    27.05912578437405
2/54.png:  -174.37500000000000  -171.56250000000000    27.05912578437405    24.52713482259780
2/55.png:  -174.37500000000000  -171.56250000000000    24.52713482259780    21.94304553343817
2/56.png:  -174.37500000000000  -171.56250000000000    21.94304553343817    19.31114335506464
2/57.png:  -174.37500000000000  -171.56250000000000    19.31114335506464    16.63619187839766
2/58.png:  -174.37500000000000  -171.56250000000000    16.63619187839766    13.92340389772334
2/59.png:  -174.37500000000000  -171.56250000000000    13.92340389772334    11.17840187371178
2/60.png:  -174.37500000000000  -171.56250000000000    11.17840187371178     8.40716816360107
2/61.png:  -174.37500000000000  -171.56250000000000     8.40716816360107     5.61598581915533
2/62.png:  -174.37500000000000  -171.56250000000000     5.61598581915533     2.81137119333113
2/63.png:  -174.37500000000000  -171.56250000000000     2.81137119333113     0.00000000000000
2/64.png:  -174.37500000000000  -171.56250000000000     0.00000000000000    -2.81137119333113
2/65.png:  -174.37500000000000  -171.56250000000000    -2.81137119333113    -5.61598581915533
2/66.png:  -174.37500000000000  -171.56250000000000    -5.61598581915533    -8.40716816360107
2/67.png:  -174.37500000000000  -171.56250000000000    -8.40716816360107   -11.17840187371178
2/68.png:  -174.37500000000000  -171.56250000000000   -11.17840187371178   -13.92340389772334
2/69.png:  -174.37500000000000  -171.56250000000000   -13.92340389772334   -16.63619187839765
2/70.png:  -174.37500000000000  -171.56250000000000   -16.63619187839765   -19.31114335506464
2/71.png:  -174.37500000000000  -171.56250000000000   -19.31114335506464   -21.94304553343818
2/72.png:  -174.37500000000000  -171.56250000000000   -21.94304553343818   -24.52713482259780
2/73.png:  -174.37500000000000  -171.56250000000000   -24.52713482259780   -27.05912578437405
